"area_code","item_code","Area","Item","share","category"
426,2518,"Lesotho","Sorghum and products",0.00613688147543098,"starch"
144,2517,"Sri Lanka","Millet and products",0.00127874369040942,"starch"
214,2520,"Dominican Republic","Cereals, other",0.000172654025564912,"starch"
458,2520,"Malaysia","Cereals, other",0.00194182765506267,"starch"
188,2520,"Costa Rica","Cereals, other",0.000238630717330474,"starch"
804,2516,"Ukraine","Oats",0.001289043845444,"starch"
724,2516,"Spain","Oats",0,"starch"
584,2552,"Marshall Islands","Groundnuts",0.0015374847496452,"vegetal_products"
480,2520,"Mauritius","Cereals, other",0.00056145096299697,"starch"
624,2520,"Guinea-Bissau","Cereals, other",0.00191792081726911,"starch"
400,2520,"Jordan","Cereals, other",7.45600954369222e-05,"starch"
104,2518,"Myanmar","Sorghum and products",0.0062383387218527,"starch"
690,2520,"Seychelles","Cereals, other",0.0021420984723737,"starch"
332,2520,"Haiti","Cereals, other",0.0018849175860762,"starch"
268,2518,"Georgia","Sorghum and products",0,"starch"
242,2520,"Fiji","Cereals, other",0.0041324299649224,"starch"
694,2518,"Sierra Leone","Sorghum and products",0.013919833291464,"starch"
795,2520,"Turkmenistan","Cereals, other",0.000209828509648555,"starch"
231,2517,"Ethiopia","Millet and products",0.0242149590812939,"starch"
798,2574,"Tuvalu","Rape and Mustard Oil",0,"vegetal_products"
583,2577,"Micronesia (Federated States of)","Palm Oil",0.0293908801827668,"vegetal_products"
854,2518,"Burkina Faso","Sorghum and products",0.140717692531303,"starch"
296,2531,"Kiribati","Potatoes and products",0.000878525364604116,"starch"
776,2558,"Tonga","Rape and Mustardseed",8.39033165302958e-05,"vegetal_products"
478,2518,"Mauritania","Sorghum and products",0.039711776595818,"starch"
800,2517,"Uganda","Millet and products",0.00686822436199582,"starch"
410,2517,"Republic of Korea","Millet and products",0.000154503184806215,"starch"
834,2517,"United Republic of Tanzania","Millet and products",0.00631898356111065,"starch"
591,2520,"Panama","Cereals, other",0.000853756692377126,"starch"
780,2520,"Trinidad and Tobago","Cereals, other",0.016713593949781,"starch"
634,2551,"Qatar","Nuts and products",0.0152375670985691,"vegetal_products"
626,2532,"Timor-Leste","Cassava and products",0.0147052929256942,"starch"
600,2520,"Paraguay","Cereals, other",1.96245175639432e-05,"starch"
584,2557,"Marshall Islands","Sunflower seed",1.55615865348704e-05,"vegetal_products"
716,2517,"Zimbabwe","Millet and products",0.00889970348282043,"starch"
462,2520,"Maldives","Cereals, other",0.00188435037496669,"starch"
124,2518,"Canada","Sorghum and products",0,"starch"
156,2517,"China, mainland","Millet and products",0.00204788418392383,"starch"
174,2531,"Comoros","Potatoes and products",0.00377967719286444,"starch"
450,2518,"Madagascar","Sorghum and products",0.00197310506025559,"starch"
894,2517,"Zambia","Millet and products",0.00320912407073925,"starch"
446,2532,"China, Macao SAR","Cassava and products",0.00155191272355356,"starch"
818,2517,"Egypt","Millet and products",0,"starch"
598,2520,"Papua New Guinea","Cereals, other",0.00387102125835841,"starch"
384,2518,"Côte d'Ivoire","Sorghum and products",0.00557163777543166,"starch"
798,2577,"Tuvalu","Palm Oil",0.0234977539817178,"vegetal_products"
499,2518,"Montenegro","Sorghum and products",2.78629144608526e-06,"starch"
116,2520,"Cambodia","Cereals, other",0.00131779984721161,"starch"
583,2578,"Micronesia (Federated States of)","Coconut Oil",0.103088049149455,"vegetal_products"
120,2518,"Cameroon","Sorghum and products",0.09482184223518,"starch"
276,2517,"Germany","Millet and products",0.000243315197863353,"starch"
170,2518,"Colombia","Sorghum and products",4.48236668961211e-05,"starch"
520,2571,"Nauru","Soyabean Oil",0.011626216136701,"vegetal_products"
388,2520,"Jamaica","Cereals, other",0.000116483469936675,"starch"
704,2520,"Viet Nam","Cereals, other",2.26916144759534e-05,"starch"
608,2520,"Philippines","Cereals, other",4.70748052279934e-05,"starch"
682,2518,"Saudi Arabia","Sorghum and products",0.00978365411189847,"starch"
558,2520,"Nicaragua","Cereals, other",0.00190431547183078,"starch"
324,2520,"Guinea","Cereals, other",0.0197374466911952,"starch"
659,2532,"Saint Kitts and Nevis","Cassava and products",0,"starch"
376,2520,"Israel","Cereals, other",0.000555690619247734,"starch"
222,2520,"El Salvador","Cereals, other",0.00244976076555024,"starch"
764,2518,"Thailand","Sorghum and products",0.00357586901322126,"starch"
180,2518,"Democratic Republic of the Congo","Sorghum and products",0.000317846589357106,"starch"
788,2518,"Tunisia","Sorghum and products",0.000644234104762376,"starch"
756,2517,"Switzerland","Millet and products",0,"starch"
430,2532,"Liberia","Cassava and products",0.162092321595835,"starch"
368,2520,"Iraq","Cereals, other",0.00441653943000405,"starch"
504,2517,"Morocco","Millet and products",0.000760608247976185,"starch"
246,2520,"Finland","Cereals, other",0.00365067525363703,"starch"
470,2520,"Malta","Cereals, other",0.0025176337180779,"starch"
776,2560,"Tonga","Coconuts - Incl Copra",0.0273155637296031,"vegetal_products"
562,2518,"Niger","Sorghum and products",0.147150692993111,"starch"
320,2518,"Guatemala","Sorghum and products",0.00141815809626457,"starch"
762,2518,"Tajikistan","Sorghum and products",0,"starch"
584,2558,"Marshall Islands","Rape and Mustardseed",0.000146278913427782,"vegetal_products"
422,2520,"Lebanon","Cereals, other",0.000145543872602963,"starch"
404,2517,"Kenya","Millet and products",0.00628174097961582,"starch"
340,2518,"Honduras","Sorghum and products",0.00187122728687413,"starch"
524,2517,"Nepal","Millet and products",0.0302570409627988,"starch"
364,2520,"Iran (Islamic Republic of)","Cereals, other",6.95734452074333e-06,"starch"
620,2517,"Portugal","Millet and products",0,"starch"
512,2520,"Oman","Cereals, other",0.00268805447431545,"starch"
520,2572,"Nauru","Groundnut Oil",0,"vegetal_products"
356,2518,"India","Sorghum and products",0.00746114843975432,"starch"
862,2520,"Venezuela (Bolivarian Republic of)","Cereals, other",3.25121017267538e-05,"starch"
798,2578,"Tuvalu","Coconut Oil",0.0154342558582745,"vegetal_products"
784,2520,"United Arab Emirates","Cereals, other",9.93179102230168e-05,"starch"
583,2579,"Micronesia (Federated States of)","Sesameseed Oil",3.08727733012257e-05,"vegetal_products"
710,2517,"South Africa","Millet and products",0.000222719629394537,"starch"
288,2518,"Ghana","Sorghum and products",0.0227308430930618,"starch"
678,2532,"Sao Tome and Principe","Cassava and products",0.00739852382254124,"starch"
196,2520,"Cyprus","Cereals, other",0.0423519034883059,"starch"
398,2517,"Kazakhstan","Millet and products",0.00332067246822764,"starch"
270,2520,"Gambia","Cereals, other",0.000909296615070019,"starch"
262,2532,"Djibouti","Cassava and products",5.24311186179157e-05,"starch"
454,2518,"Malawi","Sorghum and products",0.0086038923825752,"starch"
426,2520,"Lesotho","Cereals, other",0.00552964188985856,"starch"
748,2520,"Eswatini","Cereals, other",0.00128293655152932,"starch"
516,2518,"Namibia","Sorghum and products",0.00257731958762886,"starch"
776,2561,"Tonga","Sesame seed",0,"vegetal_products"
520,2573,"Nauru","Sunflowerseed Oil",0,"vegetal_products"
112,2520,"Belarus","Cereals, other",0.00366273229160802,"starch"
578,2520,"Norway","Cereals, other",0.000152706726731313,"starch"
643,2517,"Russian Federation","Millet and products",0.00209488496558606,"starch"
586,2518,"Pakistan","Sorghum and products",0.000549019919874919,"starch"
686,2518,"Senegal","Sorghum and products",0.0375285478373915,"starch"
372,2520,"Ireland","Cereals, other",0.0208075750082427,"starch"
296,2533,"Kiribati","Sweet potatoes",0,"starch"
583,2580,"Micronesia (Federated States of)","Olive Oil",0.000150504769843475,"vegetal_products"
566,2518,"Nigeria","Sorghum and products",0.0815918825498324,"starch"
634,2555,"Qatar","Soyabeans",0.000168233208612294,"vegetal_products"
887,2518,"Yemen","Sorghum and products",0.0208205042855954,"starch"
508,2518,"Mozambique","Sorghum and products",0.0137149398969662,"starch"
208,2520,"Denmark","Cereals, other",0.000286565181526991,"starch"
798,2579,"Tuvalu","Sesameseed Oil",0.0023984211676832,"vegetal_products"
268,2520,"Georgia","Cereals, other",0.0349930661699952,"starch"
152,2520,"Chile","Cereals, other",0.00780238365793716,"starch"
860,2518,"Uzbekistan","Sorghum and products",0,"starch"
584,2560,"Marshall Islands","Coconuts - Incl Copra",0.186150810447427,"vegetal_products"
144,2518,"Sri Lanka","Sorghum and products",2.99121331089923e-05,"starch"
428,2520,"Latvia","Cereals, other",0.00262441942611493,"starch"
478,2520,"Mauritania","Cereals, other",0.00640534779279372,"starch"
540,2520,"New Caledonia","Cereals, other",0.000496363448347179,"starch"
646,2518,"Rwanda","Sorghum and products",0.045884092376252,"starch"
191,2520,"Croatia","Cereals, other",4.35089062731141e-05,"starch"
499,2520,"Montenegro","Cereals, other",0.00758428531624408,"starch"
233,2520,"Estonia","Cereals, other",0.00516414381191,"starch"
776,2563,"Tonga","Olives (including preserved)",0,"vegetal_products"
583,2586,"Micronesia (Federated States of)","Oilcrops Oil, Other",0.00175202988484456,"vegetal_products"
520,2574,"Nauru","Rape and Mustard Oil",0.000703389457950499,"vegetal_products"
804,2517,"Ukraine","Millet and products",0.000147216706582741,"starch"
798,2580,"Tuvalu","Olive Oil",3.07884617160873e-06,"vegetal_products"
218,2520,"Ecuador","Cereals, other",0.000317538047179267,"starch"
104,2520,"Myanmar","Cereals, other",0.000672971471706712,"starch"
760,2520,"Syrian Arab Republic","Cereals, other",0.000155263659874991,"starch"
694,2520,"Sierra Leone","Cereals, other",0.00348819491061243,"starch"
360,2520,"Indonesia","Cereals, other",1.7239477023225e-05,"starch"
882,2532,"Samoa","Cassava and products",0.00244612847520338,"starch"
554,2520,"New Zealand","Cereals, other",0.01224067121711,"starch"
634,2552,"Qatar","Groundnuts",0.00373851574693987,"vegetal_products"
446,2531,"China, Macao SAR","Potatoes and products",0.0139139451965283,"starch"
417,2520,"Kyrgyzstan","Cereals, other",0.000719387866324655,"starch"
442,2520,"Luxembourg","Cereals, other",0.00415743678925105,"starch"
854,2520,"Burkina Faso","Cereals, other",0.00197026302473057,"starch"
584,2561,"Marshall Islands","Sesame seed",2.80108557627667e-05,"vegetal_products"
440,2520,"Lithuania","Cereals, other",0.011141003796371,"starch"
807,2520,"North Macedonia","Cereals, other",0.000344933535075972,"starch"
231,2518,"Ethiopia","Sorghum and products",0.0782127929118556,"starch"
762,2520,"Tajikistan","Cereals, other",0.0034280298823512,"starch"
798,2582,"Tuvalu","Maize Germ Oil",0,"vegetal_products"
308,2532,"Grenada","Cassava and products",3.77884677154226e-06,"starch"
626,2531,"Timor-Leste","Potatoes and products",0.00236032866463292,"starch"
132,2532,"Cabo Verde","Cassava and products",0.00473796454404878,"starch"
450,2520,"Madagascar","Cereals, other",0.000303554624654707,"starch"
670,2532,"Saint Vincent and the Grenadines","Cassava and products",0.000546894493797875,"starch"
800,2518,"Uganda","Sorghum and products",0.0042210962224766,"starch"
120,2520,"Cameroon","Cereals, other",0.000265829820582133,"starch"
752,2520,"Sweden","Cereals, other",0.000266465470266645,"starch"
858,2520,"Uruguay","Cereals, other",0.0128768350095003,"starch"
174,2533,"Comoros","Sweet potatoes",0.0132772197720422,"starch"
616,2520,"Poland","Cereals, other",0.00645553908308825,"starch"
434,2532,"Libya","Cassava and products",0,"starch"
764,2520,"Thailand","Cereals, other",0.0022660012258121,"starch"
548,2532,"Vanuatu","Cassava and products",0.0193306185659668,"starch"
834,2518,"United Republic of Tanzania","Sorghum and products",0.0160218602674547,"starch"
203,2520,"Czechia","Cereals, other",0.00316257226507349,"starch"
430,2531,"Liberia","Potatoes and products",0.000169449242891369,"starch"
520,2577,"Nauru","Palm Oil",0.0209934699757534,"vegetal_products"
682,2520,"Saudi Arabia","Cereals, other",0.00260897442983959,"starch"
776,2570,"Tonga","Oilcrops, Other",0,"vegetal_products"
840,2518,"United States of America","Sorghum and products",0.00139111309318684,"starch"
180,2520,"Democratic Republic of the Congo","Cereals, other",0.000357577413026744,"starch"
156,2518,"China, mainland","Sorghum and products",0.00691231822191463,"starch"
100,2520,"Bulgaria","Cereals, other",0.000504185406670607,"starch"
716,2518,"Zimbabwe","Sorghum and products",0.0109351180205384,"starch"
124,2520,"Canada","Cereals, other",0.00176347558889992,"starch"
740,2532,"Suriname","Cassava and products",0.0106562718737177,"starch"
384,2520,"Côte d'Ivoire","Cereals, other",0.00136225862479992,"starch"
798,2586,"Tuvalu","Oilcrops Oil, Other",0.0106558865999378,"vegetal_products"
258,2532,"French Polynesia","Cassava and products",0.0108960398390697,"starch"
826,2520,"United Kingdom of Great Britain and Northern Ireland","Cereals, other",0.00172617960515851,"starch"
894,2518,"Zambia","Sorghum and products",0.000724938818857644,"starch"
818,2518,"Egypt","Sorghum and products",0.00838592044690425,"starch"
604,2520,"Peru","Cereals, other",0.00415042715555017,"starch"
634,2557,"Qatar","Sunflower seed",0.00095020608568055,"vegetal_products"
528,2520,"Netherlands (Kingdom of the)","Cereals, other",0.0345284107297375,"starch"
170,2520,"Colombia","Cereals, other",0.000435429906990891,"starch"
524,2518,"Nepal","Sorghum and products",0,"starch"
659,2531,"Saint Kitts and Nevis","Potatoes and products",0.0180417342353605,"starch"
584,2563,"Marshall Islands","Olives (including preserved)",0.000183626721111471,"vegetal_products"
340,2520,"Honduras","Cereals, other",0.000176748367959363,"starch"
688,2520,"Serbia","Cereals, other",0.0119622467368074,"starch"
356,2520,"India","Cereals, other",7.49487537895964e-06,"starch"
320,2520,"Guatemala","Cereals, other",0.00528972969906685,"starch"
705,2520,"Slovenia","Cereals, other",0.00453923170585526,"starch"
498,2520,"Republic of Moldova","Cereals, other",0.014727246927178,"starch"
678,2531,"Sao Tome and Principe","Potatoes and products",0.00087741730672569,"starch"
266,2532,"Gabon","Cassava and products",0.0690837015319817,"starch"
788,2520,"Tunisia","Cereals, other",0.00178986307838959,"starch"
300,2520,"Greece","Cereals, other",0.000519123008421658,"starch"
262,2531,"Djibouti","Potatoes and products",0.0103813614863473,"starch"
380,2520,"Italy","Cereals, other",0.00325876343138982,"starch"
792,2520,"Türkiye","Cereals, other",5.14072741292893e-06,"starch"
250,2520,"France","Cereals, other",0.00150647438993537,"starch"
724,2518,"Spain","Sorghum and products",0,"starch"
344,2532,"China, Hong Kong SAR","Cassava and products",0.00294260449924228,"starch"
562,2520,"Niger","Cereals, other",0.000958194068250578,"starch"
288,2520,"Ghana","Cereals, other",0.00101631555155156,"starch"
418,2532,"Lao People's Democratic Republic","Cassava and products",0.171120118210266,"starch"
520,2578,"Nauru","Coconut Oil",0.0438299555985405,"vegetal_products"
504,2518,"Morocco","Sorghum and products",1.49138872152193e-05,"starch"
583,2601,"Micronesia (Federated States of)","Tomatoes and products",0,"vegetal_products"
484,2520,"Mexico","Cereals, other",0.00284453697595458,"starch"
454,2520,"Malawi","Cereals, other",3.82055612014885e-06,"starch"
516,2520,"Namibia","Cereals, other",0.000226491721337082,"starch"
398,2518,"Kazakhstan","Sorghum and products",3.20528230523903e-06,"starch"
414,2532,"Kuwait","Cassava and products",0.00116712521863391,"starch"
400,2532,"Jordan","Cassava and products",0,"starch"
703,2520,"Slovakia","Cereals, other",0.00343329761180893,"starch"
634,2558,"Qatar","Rape and Mustardseed",0.000398775013006919,"vegetal_products"
404,2518,"Kenya","Sorghum and products",0.012498192891886,"starch"
178,2532,"Congo","Cassava and products",0.338440149763242,"starch"
508,2520,"Mozambique","Cereals, other",5.95306239267315e-05,"starch"
662,2532,"Saint Lucia","Cassava and products",0.00734263731648179,"starch"
584,2570,"Marshall Islands","Oilcrops, Other",7.46956153673779e-05,"vegetal_products"
496,2532,"Mongolia","Cassava and products",1.9925478709626e-05,"starch"
348,2520,"Hungary","Cereals, other",0.00140912549671674,"starch"
328,2532,"Guyana","Cassava and products",0.0174498324950451,"starch"
860,2520,"Uzbekistan","Cereals, other",0.00194701447655381,"starch"
586,2520,"Pakistan","Cereals, other",0.000377948495566067,"starch"
710,2518,"South Africa","Sorghum and products",0.00188569286220708,"starch"
410,2520,"Republic of Korea","Cereals, other",0.00133514072908012,"starch"
887,2520,"Yemen","Cereals, other",0.00331752239882389,"starch"
144,2520,"Sri Lanka","Cereals, other",2.61731164703683e-05,"starch"
583,2602,"Micronesia (Federated States of)","Onions",0,"vegetal_products"
520,2579,"Nauru","Sesameseed Oil",0.000104832082675315,"vegetal_products"
624,2532,"Guinea-Bissau","Cassava and products",0.0321701861166017,"starch"
643,2518,"Russian Federation","Sorghum and products",3.96865893345126e-05,"starch"
686,2520,"Senegal","Cereals, other",0.00261761709005305,"starch"
276,2520,"Germany","Cereals, other",0.0005884832692509,"starch"
756,2520,"Switzerland","Cereals, other",0.00264399597498827,"starch"
642,2520,"Romania","Cereals, other",0.00216373947035181,"starch"
566,2520,"Nigeria","Cereals, other",0.00115488882675452,"starch"
776,2571,"Tonga","Soyabean Oil",0.0010504695229593,"vegetal_products"
646,2520,"Rwanda","Cereals, other",0,"starch"
690,2532,"Seychelles","Cassava and products",0.00169657050390995,"starch"
296,2534,"Kiribati","Roots, Other",0.00908453151749971,"starch"
620,2520,"Portugal","Cereals, other",0.00113242626552861,"starch"
332,2532,"Haiti","Cassava and products",0.0455760779372445,"starch"
798,2601,"Tuvalu","Tomatoes and products",9.23653851482618e-06,"vegetal_products"
446,2533,"China, Macao SAR","Sweet potatoes",0.000884270636532807,"starch"
882,2531,"Samoa","Potatoes and products",0.00790212894174974,"starch"
634,2559,"Qatar","Cottonseed",1.86925787346993e-05,"vegetal_products"
520,2580,"Nauru","Olive Oil",0.000578267294757381,"vegetal_products"
368,2532,"Iraq","Cassava and products",0,"starch"
458,2532,"Malaysia","Cassava and products",0.00191433275021223,"starch"
626,2533,"Timor-Leste","Sweet potatoes",0.00361620165223006,"starch"
462,2532,"Maldives","Cassava and products",0.00123719974113975,"starch"
583,2605,"Micronesia (Federated States of)","Vegetables, other",0.00936988669692199,"vegetal_products"
795,2531,"Turkmenistan","Potatoes and products",0.0402515096983449,"starch"
214,2532,"Dominican Republic","Cassava and products",0.0134185497061853,"starch"
670,2531,"Saint Vincent and the Grenadines","Potatoes and products",0.00997398833063875,"starch"
308,2531,"Grenada","Potatoes and products",0.0129992328941054,"starch"
804,2518,"Ukraine","Sorghum and products",0,"starch"
800,2520,"Uganda","Cereals, other",0.00467981954077166,"starch"
430,2533,"Liberia","Sweet potatoes",0.00534235807449177,"starch"
480,2532,"Mauritius","Cassava and products",0.0017029645231234,"starch"
776,2572,"Tonga","Groundnut Oil",0.0200998785079977,"vegetal_products"
174,2535,"Comoros","Yams",0.0299515242735999,"starch"
548,2531,"Vanuatu","Potatoes and products",0.00252003235597099,"starch"
598,2532,"Papua New Guinea","Cassava and products",0.0206915302976539,"starch"
798,2602,"Tuvalu","Onions",0.000668109619239094,"vegetal_products"
188,2532,"Costa Rica","Cassava and products",0.00036938727477183,"starch"
434,2531,"Libya","Potatoes and products",0.0168466081269644,"starch"
591,2532,"Panama","Cassava and products",0.004594644794854,"starch"
242,2532,"Fiji","Cassava and products",0.0605105816292208,"starch"
231,2520,"Ethiopia","Cereals, other",0.174865396420737,"starch"
834,2520,"United Republic of Tanzania","Cereals, other",0.00244259892525647,"starch"
634,2560,"Qatar","Coconuts - Incl Copra",0.00371670773841605,"vegetal_products"
352,2531,"Iceland","Potatoes and products",0.0183023821313865,"starch"
584,2571,"Marshall Islands","Soyabean Oil",0.0119388491895526,"vegetal_products"
520,2586,"Nauru","Oilcrops Oil, Other",0.0240606538140279,"vegetal_products"
426,2532,"Lesotho","Cassava and products",0,"starch"
740,2531,"Suriname","Potatoes and products",0.0111872752286935,"starch"
780,2532,"Trinidad and Tobago","Cassava and products",0.00105756413395359,"starch"
818,2520,"Egypt","Cereals, other",3.23281435886825e-06,"starch"
716,2520,"Zimbabwe","Cereals, other",0.000653342938032935,"starch"
894,2520,"Zambia","Cereals, other",0.00295054716719767,"starch"
132,2531,"Cabo Verde","Potatoes and products",0.0158518442517827,"starch"
840,2520,"United States of America","Cereals, other",0.00226277594210537,"starch"
512,2532,"Oman","Cassava and products",0.000497912468333776,"starch"
156,2520,"China, mainland","Cereals, other",0.000774338479516904,"starch"
600,2532,"Paraguay","Cassava and products",0.154736050238765,"starch"
422,2532,"Lebanon","Cassava and products",7.09970110258358e-06,"starch"
776,2573,"Tonga","Sunflowerseed Oil",0,"vegetal_products"
364,2532,"Iran (Islamic Republic of)","Cassava and products",0,"starch"
659,2533,"Saint Kitts and Nevis","Sweet potatoes",0.00246104828512441,"starch"
266,2531,"Gabon","Potatoes and products",0.00153536020901921,"starch"
324,2532,"Guinea","Cassava and products",0.157164397036149,"starch"
704,2532,"Viet Nam","Cassava and products",0.00970552767728634,"starch"
470,2532,"Malta","Cassava and products",0.000164512821718043,"starch"
524,2520,"Nepal","Cereals, other",0.00144570553513373,"starch"
398,2520,"Kazakhstan","Cereals, other",0.0158116576117441,"starch"
798,2605,"Tuvalu","Vegetables, other",0.0155697250898253,"vegetal_products"
388,2532,"Jamaica","Cassava and products",0.00558061715060254,"starch"
258,2531,"French Polynesia","Potatoes and products",0.0253370241463299,"starch"
558,2532,"Nicaragua","Cassava and products",0.012429320598834,"starch"
626,2535,"Timor-Leste","Yams",0,"starch"
400,2531,"Jordan","Potatoes and products",0.0199899540081938,"starch"
584,2572,"Marshall Islands","Groundnut Oil",0.000824764086348131,"vegetal_products"
196,2532,"Cyprus","Cassava and products",1.77829624992887e-05,"starch"
222,2532,"El Salvador","Cassava and products",0.0059469334493258,"starch"
724,2520,"Spain","Cereals, other",1.77666177097645e-05,"starch"
784,2532,"United Arab Emirates","Cassava and products",0.000547850408004383,"starch"
116,2532,"Cambodia","Cassava and products",0.134048892284186,"starch"
270,2532,"Gambia","Cassava and products",0.0061010869656311,"starch"
608,2532,"Philippines","Cassava and products",0.00848691488538966,"starch"
634,2561,"Qatar","Sesame seed",0.000576354510986563,"vegetal_products"
344,2531,"China, Hong Kong SAR","Potatoes and products",0.0139148410257919,"starch"
678,2535,"Sao Tome and Principe","Yams",0.0078923466283366,"starch"
404,2520,"Kenya","Cereals, other",9.32700962081042e-05,"starch"
504,2520,"Morocco","Cereals, other",8.94833232913159e-06,"starch"
583,2611,"Micronesia (Federated States of)","Oranges, Mandarines",1.9295483313266e-05,"vegetal_products"
418,2531,"Lao People's Democratic Republic","Potatoes and products",0.000265783253756561,"starch"
662,2531,"Saint Lucia","Potatoes and products",0.0133297695641383,"starch"
748,2532,"Eswatini","Cassava and products",0,"starch"
624,2531,"Guinea-Bissau","Potatoes and products",0.000407068908155077,"starch"
328,2531,"Guyana","Potatoes and products",0.0101327518758417,"starch"
882,2533,"Samoa","Sweet potatoes",0,"starch"
776,2574,"Tonga","Rape and Mustard Oil",0.000338969398782395,"vegetal_products"
268,2532,"Georgia","Cassava and products",3.37412652299636e-06,"starch"
434,2533,"Libya","Sweet potatoes",1.05709735161877e-05,"starch"
112,2532,"Belarus","Cassava and products",0,"starch"
414,2531,"Kuwait","Potatoes and products",0.0193173772336223,"starch"
762,2532,"Tajikistan","Cassava and products",0,"starch"
862,2532,"Venezuela (Bolivarian Republic of)","Cassava and products",0.0127772559786143,"starch"
446,2535,"China, Macao SAR","Yams",0.000752872991746807,"starch"
499,2532,"Montenegro","Cassava and products",5.57258289217052e-06,"starch"
152,2532,"Chile","Cassava and products",0.000924922702888401,"starch"
710,2520,"South Africa","Cereals, other",0.0028619472377198,"starch"
178,2531,"Congo","Potatoes and products",0.00124343868149616,"starch"
262,2534,"Djibouti","Roots, Other",0,"starch"
807,2532,"North Macedonia","Cassava and products",0,"starch"
496,2531,"Mongolia","Potatoes and products",0.0268661871268124,"starch"
584,2573,"Marshall Islands","Sunflowerseed Oil",0.00662923586385479,"vegetal_products"
643,2520,"Russian Federation","Cereals, other",0.00902302956083954,"starch"
583,2612,"Micronesia (Federated States of)","Lemons, Limes and products",1.15772899879596e-05,"vegetal_products"
690,2531,"Seychelles","Potatoes and products",0.0222906553181783,"starch"
776,2575,"Tonga","Cottonseed Oil",4.0273591934542e-05,"vegetal_products"
233,2532,"Estonia","Cassava and products",3.06295599757414e-06,"starch"
760,2532,"Syrian Arab Republic","Cassava and products",0,"starch"
634,2563,"Qatar","Olives (including preserved)",0.000831819753694121,"vegetal_products"
462,2531,"Maldives","Potatoes and products",0.0157486010126004,"starch"
520,2601,"Nauru","Tomatoes and products",0.000317877928112245,"vegetal_products"
368,2531,"Iraq","Potatoes and products",0.00511983325012845,"starch"
430,2535,"Liberia","Yams",0.00395852259087893,"starch"
548,2533,"Vanuatu","Sweet potatoes",0.0342503163003574,"starch"
246,2531,"Finland","Potatoes and products",0.0301180708425055,"starch"
332,2531,"Haiti","Potatoes and products",0.00242785580380467,"starch"
694,2532,"Sierra Leone","Cassava and products",0.171967597263806,"starch"
104,2532,"Myanmar","Cassava and products",0.00327227927247867,"starch"
583,2613,"Micronesia (Federated States of)","Grapefruit and products",0.00030100953968695,"vegetal_products"
682,2532,"Saudi Arabia","Cassava and products",0,"starch"
776,2576,"Tonga","Palmkernel Oil",0,"vegetal_products"
258,2533,"French Polynesia","Sweet potatoes",0,"starch"
458,2531,"Malaysia","Potatoes and products",0.0114344435546788,"starch"
554,2532,"New Zealand","Cassava and products",0.00138501046772958,"starch"
540,2532,"New Caledonia","Cassava and products",0.00147185550308504,"starch"
584,2574,"Marshall Islands","Rape and Mustard Oil",0.000217862211488186,"vegetal_products"
174,2534,"Comoros","Roots, Other",0.0143829540342483,"starch"
795,2536,"Turkmenistan","Sugar cane",0,"vegetal_products"
798,2611,"Tuvalu","Oranges, Mandarines",0.000658873080724268,"vegetal_products"
352,2533,"Iceland","Sweet potatoes",0.00167366100203882,"starch"
670,2533,"Saint Vincent and the Grenadines","Sweet potatoes",0.00313097097699283,"starch"
858,2532,"Uruguay","Cassava and products",0.000296506069297704,"starch"
440,2532,"Lithuania","Cassava and products",1.79356111559501e-05,"starch"
376,2531,"Israel","Potatoes and products",0.0161978472331683,"starch"
308,2533,"Grenada","Sweet potatoes",0.00241846193378705,"starch"
520,2602,"Nauru","Onions",0.00858946741920321,"vegetal_products"
624,2533,"Guinea-Bissau","Sweet potatoes",0.00731158385032389,"starch"
100,2532,"Bulgaria","Cassava and products",0,"starch"
426,2531,"Lesotho","Potatoes and products",0.0552426808821633,"starch"
804,2520,"Ukraine","Cereals, other",0.0123769753070905,"starch"
634,2570,"Qatar","Oilcrops, Other",0.000408121302374269,"vegetal_products"
598,2531,"Papua New Guinea","Potatoes and products",0.00101383890099863,"starch"
854,2532,"Burkina Faso","Cassava and products",0.000678287270808884,"starch"
214,2531,"Dominican Republic","Potatoes and products",0.00811776821954322,"starch"
788,2532,"Tunisia","Cassava and products",1.45754322344429e-05,"starch"
480,2531,"Mauritius","Potatoes and products",0.0135182502582364,"starch"
218,2532,"Ecuador","Cassava and products",0.00802261789078221,"starch"
583,2614,"Micronesia (Federated States of)","Citrus, Other",0,"vegetal_products"
120,2532,"Cameroon","Cassava and products",0.134993216161072,"starch"
740,2533,"Suriname","Sweet potatoes",0.000514912344218902,"starch"
780,2531,"Trinidad and Tobago","Potatoes and products",0.0244225903860279,"starch"
434,2534,"Libya","Roots, Other",2.46656048711046e-05,"starch"
132,2533,"Cabo Verde","Sweet potatoes",0.0041883166851104,"starch"
266,2533,"Gabon","Sweet potatoes",0.00156914564149151,"starch"
124,2532,"Canada","Cassava and products",0.000456989699508245,"starch"
659,2535,"Saint Kitts and Nevis","Yams",0.000653660139590373,"starch"
400,2533,"Jordan","Sweet potatoes",0.00018443813081765,"starch"
776,2577,"Tonga","Palm Oil",0.0106792141279761,"vegetal_products"
516,2532,"Namibia","Cassava and products",7.41955638862855e-05,"starch"
591,2531,"Panama","Potatoes and products",0.0102027183352396,"starch"
360,2532,"Indonesia","Cassava and products",0.0672753351354333,"starch"
626,2534,"Timor-Leste","Roots, Other",0.0145360618138903,"starch"
