iso3_1,iso3_2,climate_similarity
BGR,GUY,0.0758862178829447
BGR,HKG,0
BGR,HMD,0
BGR,HND,0.17944998745354
BGR,HRV,67.6302382593346
BGR,HTI,0.17944998745354
BGR,HUN,71.5182487237854
BGR,IDN,0.17944998745354
BGR,IMN,0.17944998745354
BGR,IND,1.04286836282108
BGR,IOT,0
BGR,IRL,0.17944998745354
BGR,IRN,5.59633191379448
BGR,IRQ,2.98914325193428
BGR,ISL,0.645893338724247
BGR,ISR,2.98914325193428
BGR,ITA,40.9644042312964
BGR,JAM,0
BGR,JEY,0.17944998745354
BGR,JOR,4.15441662026694
BGR,JPN,92.497046307093
BGR,KAZ,11.9481154172029
BGR,KEN,0.17944998745354
BGR,KGZ,8.5708018073077
BGR,KHM,0
BGR,KIR,0
BGR,KNA,0
BGR,KOR,22.9157425706112
BGR,KWT,0
BGR,LAO,0.160051151060678
BGR,LBN,2.98914325193428
BGR,LBR,0
BGR,LBY,0.573433885319873
BGR,LCA,0
BGR,LIE,0.918119526862259
BGR,LKA,0.17944998745354
BGR,LSO,2.09111877096479
BGR,LTU,27.0509639019149
BGR,LUX,0.17944998745354
BGR,LVA,27.0509639019149
BGR,MAC,0
BGR,MAF,0
BGR,MAR,4.9456789553174
BGR,MCO,2.98914325193428
BGR,MDA,40.3456922763505
BGR,MDG,4.15929989385848
BGR,MEX,3.14279293908157
BGR,MKD,59.1313394574358
BGR,MLI,0
BGR,MLT,2.98914325193428
BGR,MMR,0
BGR,MNE,43.0944361097602
BGR,MNG,2.03138138634693
BGR,MNP,0
BGR,MOZ,0
BGR,MRT,0
BGR,MSR,0
BGR,MUS,0
BGR,MWI,0
BGR,MYS,0.17944998745354
BGR,NAM,0.22193390170886
BGR,NCL,8.81953410676311
BGR,NER,0
BGR,NFK,55.8398211455375
BGR,NGA,0.136394814076554
BGR,NIC,0
BGR,NIU,0
BGR,NLD,0.17944998745354
BGR,NPL,0.348524247073873
BGR,NRU,0
BGR,NZL,0.974662348814899
BGR,OMN,0
BGR,PAK,7.10189030576406
BGR,PAN,0.17944998745354
BGR,PCN,0
BGR,PER,2.13598569083665
BGR,PHL,0.17944998745354
BGR,PLW,0
BGR,PNG,0.17944998745354
BGR,POL,27.343433435609
BGR,PRI,0
BGR,PRK,1.71635932569189
BGR,PRT,3.20643945596129
BGR,PRY,33.051281196467
BGR,PSE,2.98914325193428
BGR,PYF,0
BGR,QAT,0
BGR,ROU,53.024547421763
BGR,RUS,18.8585203662532
BGR,RWA,0.17944998745354
BGR,SAU,0
BGR,SDN,0.00428942618243316
BGR,SEN,0
BGR,SGP,0
BGR,SGS,0
BGR,SHN,0
BGR,SLB,0
BGR,SLE,0
BGR,SLV,0
BGR,SMR,55.8398211455375
BGR,SOM,0
BGR,SPM,0.645893338724247
BGR,SRB,83.4132370672913
BGR,SSD,0
BGR,STP,0
BGR,SUR,0
BGR,SVK,35.735824144944
BGR,SVN,43.0806804269881
BGR,SWE,27.8763072280927
BGR,SWZ,0
BGR,SXM,0
BGR,SYC,0
BGR,SYR,4.9456789553174
BGR,TCA,0
BGR,TCD,0
BGR,TGO,0
BGR,THA,0
BGR,TJK,4.88557640035171
BGR,TKM,2.64312895291707
BGR,TLS,0
BGR,TON,0
BGR,TTO,0
BGR,TUN,4.9456789553174
BGR,TUR,16.942875516665
BGR,TWN,31.9685649892003
BGR,TZA,0.17944998745354
BGR,UGA,0.17944998745354
BGR,UKR,40.811305811295
BGR,URY,56.019271132991
BGR,USA,44.82022105339
BGR,UZB,4.9456789553174
BGR,VAT,2.98914325193428
BGR,VCT,0
BGR,VEN,0.17944998745354
BGR,VGB,0
BGR,VIR,0
BGR,VNM,0.112581597819922
BGR,VUT,0
BGR,WLF,0
BGR,WSM,0
BGR,YEM,0.942602538618147
BGR,ZAF,5.46287947176454
BGR,ZMB,0
BGR,ZWE,0
BHR,BHS,0
BHR,BIH,0
BHR,BLM,0
BHR,BLR,0
BHR,BLZ,0
BHR,BMU,0
BHR,BOL,0
BHR,BRA,0.0622702022611113
BHR,BRB,0
BHR,BRN,0
BHR,BTN,0
BHR,BWA,26.9885543785301
BHR,CAF,0
BHR,CAN,0
BHR,CHE,0
BHR,CHL,2.89778064336044
BHR,CHN,0
BHR,CIV,0
BHR,CMR,0.536589074189379
BHR,COD,0
BHR,COG,0
BHR,COK,0
BHR,COL,0.587522135007494
BHR,COM,0
BHR,CPV,95.7871801147027
BHR,CRI,0
BHR,CUB,0
BHR,CUW,0
BHR,CYM,0
BHR,CYP,0
BHR,CZE,0
BHR,DEU,0
BHR,DJI,100
BHR,DMA,0
BHR,DNK,0
BHR,DOM,0
BHR,DZA,88.2374573162422
BHR,ECU,0.557913622762096
BHR,EGY,99.5077193645408
BHR,ERI,71.5302909336518
BHR,ESH,100
BHR,ESP,1.54085113472373
BHR,EST,0
BHR,ETH,25.5660755848687
BHR,FIN,0
BHR,FJI,0
BHR,FLK,0
BHR,FRO,0
BHR,FSM,0
BHR,GAB,0
BHR,GBR,0
BHR,GEO,0
BHR,GGY,0
BHR,GHA,0
BHR,GIN,0
BHR,GMB,0
BHR,GNB,0
BHR,GNQ,0
BHR,GRC,0
BHR,GRD,0
BHR,GRL,0
BHR,GTM,0
BHR,GUM,0
BHR,GUY,0
BHR,HKG,0
BHR,HMD,0
BHR,HND,0
BHR,HRV,0
BHR,HTI,0
BHR,HUN,0
BHR,IDN,0
BHR,IMN,0
BHR,IND,6.19080356331171
BHR,IOT,0
BHR,IRL,0
BHR,IRN,43.2144386840258
BHR,IRQ,78.0543828013219
BHR,ISL,0
BHR,ISR,44.181244644289
BHR,ITA,0
BHR,JAM,0
BHR,JEY,0
BHR,JOR,79.8440757686486
BHR,JPN,0
BHR,KAZ,0
BHR,KEN,37.1417351330293
BHR,KGZ,0
BHR,KHM,0
BHR,KIR,0
BHR,KNA,0
BHR,KOR,0
BHR,KWT,100
BHR,LAO,0
BHR,LBN,0
BHR,LBR,0
BHR,LBY,97.7824153008115
BHR,LCA,0
BHR,LIE,0
BHR,LKA,0
BHR,LSO,0
BHR,LTU,0
BHR,LUX,0
BHR,LVA,0
BHR,MAC,0
BHR,MAF,0
BHR,MAR,53.8106798174159
BHR,MCO,0
BHR,MDA,0
BHR,MDG,0.0429475730313133
BHR,MEX,20.9806550976305
BHR,MKD,0
BHR,MLI,70.8844443490568
BHR,MLT,0
BHR,MMR,0
BHR,MNE,0
BHR,MNG,0
BHR,MNP,0
BHR,MOZ,0
BHR,MRT,99.2656243749593
BHR,MSR,0
BHR,MUS,0
BHR,MWI,0
BHR,MYS,0
BHR,NAM,59.6112156835406
BHR,NCL,0
BHR,NER,93.3826695276773
BHR,NFK,0
BHR,NGA,2.85344853566233
BHR,NIC,0
BHR,NIU,0
BHR,NLD,0
BHR,NPL,0
BHR,NRU,0
BHR,NZL,0
BHR,OMN,99.9629156267659
BHR,PAK,66.5603652019626
BHR,PAN,0
BHR,PCN,0
BHR,PER,9.14501448915384
BHR,PHL,0
BHR,PLW,0
BHR,PNG,0
BHR,POL,0
BHR,PRI,0
BHR,PRK,0
BHR,PRT,0
BHR,PRY,0
BHR,PSE,0
BHR,PYF,0
BHR,QAT,100
BHR,ROU,0
BHR,RUS,0
BHR,RWA,0
BHR,SAU,99.8222587047914
BHR,SDN,75.1321641446619
BHR,SEN,22.0634447920331
BHR,SGP,0
BHR,SGS,0
BHR,SHN,100
BHR,SLB,0
BHR,SLE,0
BHR,SLV,0
BHR,SMR,0
BHR,SOM,67.8253025541219
BHR,SPM,0
BHR,SRB,0
BHR,SSD,0
BHR,STP,0
BHR,SUR,0
BHR,SVK,0
BHR,SVN,0
BHR,SWE,0
BHR,SWZ,0
BHR,SXM,0
BHR,SYC,0
BHR,SYR,45.2319489754236
BHR,TCA,0
BHR,TCD,67.2890497083236
BHR,TGO,0
BHR,THA,0
BHR,TJK,1.20111089630945
BHR,TKM,19.0184810068013
BHR,TLS,0
BHR,TON,0
BHR,TTO,0
BHR,TUN,73.3141398926878
BHR,TUR,0
BHR,TWN,0
BHR,TZA,0.0259636453896955
BHR,UGA,0
BHR,UKR,0
BHR,URY,0
BHR,USA,2.39647690396781
BHR,UZB,0.414019878168425
BHR,VAT,0
BHR,VCT,0
BHR,VEN,0.239414422137636
BHR,VGB,0
BHR,VIR,0
BHR,VNM,0
BHR,VUT,0
BHR,WLF,0
BHR,WSM,0
BHR,YEM,96.6485243071355
BHR,ZAF,20.5569571577023
BHR,ZMB,0
BHR,ZWE,2.02695110139593
BHS,BIH,0
BHS,BLM,87.624398359395
BHS,BLR,0
BHS,BLZ,29.5102701187971
BHS,BMU,0
BHS,BOL,55.2585799617164
BHS,BRA,59.0883275137489
BHS,BRB,20.7565123999374
BHS,BRN,0.374467698335909
BHS,BTN,0
BHS,BWA,2.02715427810961
BHS,CAF,90.1834170798448
BHS,CAN,0
BHS,CHE,0
BHS,CHL,0.00523890014165193
BHS,CHN,0.265473522864435
BHS,CIV,91.7206861890855
BHS,CMR,84.3680048706835
BHS,COD,66.2180499241984
BHS,COG,68.909277311587
BHS,COK,0.374467698335909
BHS,COL,18.577992857992
BHS,COM,9.9739796641595
BHS,CPV,1.07525650171907
BHS,CRI,27.9692266296697
BHS,CUB,92.242689463852
BHS,CUW,89.6515526375046
BHS,CYM,87.624398359395
BHS,CYP,2.02715427810961
BHS,CZE,0
BHS,DEU,0
BHS,DJI,0
BHS,DMA,0.374467698335909
BHS,DNK,0
BHS,DOM,46.7450735834227
BHS,DZA,0.384415656286238
BHS,ECU,29.0253851209562
BHS,EGY,0.0032854941008891
BHS,ERI,2.58796040134414
BHS,ESH,0
BHS,ESP,0.778753759620282
BHS,EST,0
BHS,ETH,34.2925206392355
BHS,FIN,0
BHS,FJI,10.3484473624954
BHS,FLK,0
BHS,FRO,0
BHS,FSM,0.374467698335909
BHS,GAB,97.5983780235545
BHS,GBR,0
BHS,GEO,0
BHS,GGY,0
BHS,GHA,91.2406353661216
BHS,GIN,96.80702686767
BHS,GMB,30.3868491124303
BHS,GNB,89.7635947302125
BHS,GNQ,17.2227744993216
BHS,GRC,0
BHS,GRD,9.9739796641595
BHS,GRL,0
BHS,GTM,30.3536028588853
BHS,GUM,0.374467698335909
BHS,GUY,13.9028329602737
BHS,HKG,0
BHS,HMD,0
BHS,HND,60.4838846800594
BHS,HRV,0
BHS,HTI,73.293846732065
BHS,HUN,0
BHS,IDN,11.3801357217374
BHS,IMN,0
BHS,IND,36.5421391792675
BHS,IOT,0.374467698335909
BHS,IRL,0
BHS,IRN,2.02715427810961
BHS,IRQ,2.02715427810961
BHS,ISL,0
BHS,ISR,2.02715427810961
BHS,ITA,0
BHS,JAM,35.1883638200691
BHS,JEY,0
BHS,JOR,2.02715427810961
BHS,JPN,0.138067599709239
BHS,KAZ,0
BHS,KEN,17.5014291058076
BHS,KGZ,0
BHS,KHM,91.7679869476286
BHS,KIR,86.8770285740797
BHS,KNA,43.7242017399184
BHS,KOR,0
BHS,KWT,0
BHS,LAO,46.7495988159206
BHS,LBN,0
BHS,LBR,18.2753887582252
BHS,LBY,1.62389304717071
BHS,LCA,0.374467698335909
BHS,LIE,0
BHS,LKA,63.4968945416575
BHS,LSO,0
BHS,LTU,0
BHS,LUX,0
BHS,LVA,0
BHS,MAC,0
BHS,MAF,87.624398359395
BHS,MAR,2.02715427810961
BHS,MCO,0
BHS,MDA,0
BHS,MDG,49.9409742407996
BHS,MEX,26.7780863278987
BHS,MKD,0
BHS,MLI,13.9445145722408
BHS,MLT,0
BHS,MMR,41.4995272556483
BHS,MNE,0
BHS,MNG,0
BHS,MNP,5.54860826424584
BHS,MOZ,71.4211671396809
BHS,MRT,0.734375625040705
BHS,MSR,33.9083999972967
BHS,MUS,10.3484473624954
BHS,MWI,51.2265464737809
BHS,MYS,1.51159638952692
BHS,NAM,2.02715427810961
BHS,NCL,38.4966605665194
BHS,NER,2.02717452345722
BHS,NFK,0
BHS,NGA,80.3722356528712
BHS,NIC,47.0172288714449
BHS,NIU,0.374467698335909
BHS,NLD,0.434161855481446
BHS,NPL,0
BHS,NRU,0.374467698335909
BHS,NZL,0
BHS,OMN,0
BHS,PAK,2.02715427810961
BHS,PAN,21.7803591008244
BHS,PCN,0.374467698335909
BHS,PER,13.9967411687211
BHS,PHL,14.8909994553357
BHS,PLW,0.374467698335909
BHS,PNG,5.57633726105535
BHS,POL,0
BHS,PRI,25.1793727639714
BHS,PRK,0
BHS,PRT,0
BHS,PRY,46.201565498346
BHS,PSE,2.02715427810961
BHS,PYF,0.374467698335909
BHS,QAT,0
BHS,ROU,0
BHS,RUS,0
BHS,RWA,70.6200874380873
BHS,SAU,0
BHS,SDN,8.01474220721175
BHS,SEN,26.8258427044898
BHS,SGP,0.374467698335909
BHS,SGS,0
BHS,SHN,0
BHS,SLB,0.374467698335909
BHS,SLE,32.1577737570024
BHS,SLV,87.624398359395
BHS,SMR,0
BHS,SOM,3.46044814392379
BHS,SPM,0
BHS,SRB,0
BHS,SSD,89.6515526375046
BHS,STP,50.5927976716503
BHS,SUR,10.3484473624954
BHS,SVK,0
BHS,SVN,0
BHS,SWE,0
BHS,SWZ,2.02715427810961
BHS,SXM,87.624398359395
BHS,SYC,0.374467698335909
BHS,SYR,2.02715427810961
BHS,TCA,87.624398359395
BHS,TCD,17.6921816192399
BHS,TGO,87.624398359395
BHS,THA,91.0190862090228
BHS,TJK,2.02715427810961
BHS,TKM,2.02715427810961
BHS,TLS,90.0746794626868
BHS,TON,0.374467698335909
BHS,TTO,11.2260350837113
BHS,TUN,2.02715427810961
BHS,TUR,0.400875947160099
BHS,TWN,12.0020104401246
BHS,TZA,75.8005332047478
BHS,UGA,87.4087695277565
BHS,UKR,0
BHS,URY,0
BHS,USA,2.14966438815903
BHS,UZB,0.589000495166476
BHS,VAT,0
BHS,VCT,0.374467698335909
BHS,VEN,60.373114779945
BHS,VGB,63.8645590043621
BHS,VIR,89.4171726252797
BHS,VNM,38.2588880982648
BHS,VUT,0.374467698335909
BHS,WLF,0.374467698335909
BHS,WSM,0.374467698335909
BHS,YEM,1.3091701925252
BHS,ZAF,2.49730147224777
BHS,ZMB,39.3136398559231
BHS,ZWE,2.91735485228476
BIH,BLM,0
BIH,BLR,43.612761220109
BIH,BLZ,0
BIH,BMU,25.2623834485327
BIH,BOL,2.4266933289294
BIH,BRA,8.21527458625742
BIH,BRB,0
BIH,BRN,0
BIH,BTN,0
BIH,BWA,0
BIH,CAF,0
BIH,CAN,20.0462496671549
BIH,CHE,52.7859964676632
BIH,CHL,14.822524751485
BIH,CHN,13.1297186930366
BIH,CIV,0
BIH,CMR,0.0473510696503744
BIH,COD,0.564504824682943
BIH,COG,0
BIH,COK,0
BIH,COL,8.71245473501057
BIH,COM,7.65089208832656
BIH,CPV,0
BIH,CRI,8.50316902897853
BIH,CUB,0.210828574739138
BIH,CUW,0
BIH,CYM,0
BIH,CYP,2.154659496321
BIH,CZE,46.2554485327292
BIH,DEU,48.3419961379868
BIH,DJI,0
BIH,DMA,0
BIH,DNK,28.9379210717084
BIH,DOM,10.7532194353266
BIH,DZA,2.154659496321
BIH,ECU,15.0365144707234
BIH,EGY,0
BIH,ERI,0
BIH,ESH,0
BIH,ESP,16.1486398105614
BIH,EST,43.612761220109
BIH,ETH,1.65075967787634
BIH,FIN,24.4143807579205
BIH,FJI,0
BIH,FLK,0
BIH,FRO,0
BIH,FSM,0
BIH,GAB,0
BIH,GBR,28.9379210717084
BIH,GEO,70.1852093166902
BIH,GGY,28.9379210717084
BIH,GHA,0
BIH,GIN,0
BIH,GMB,0
BIH,GNB,0
BIH,GNQ,0.463996168787613
BIH,GRC,14.3526811645223
BIH,GRD,0
BIH,GRL,0.0322747633289558
BIH,GTM,7.0662895855345
BIH,GUM,0
BIH,GUY,0.0758862178829447
BIH,HKG,0
BIH,HMD,0
BIH,HND,1.26589164581514
BIH,HRV,54.0236930954687
BIH,HTI,2.38958906170907
BIH,HUN,49.8233139286085
BIH,IDN,3.41723058850265
BIH,IMN,28.9379210717084
BIH,IND,0.676889119367815
BIH,IOT,0
BIH,IRL,28.9379210717084
BIH,IRN,2.80531245479809
BIH,IRQ,2.154659496321
BIH,ISL,0.0322747633289558
BIH,ISR,2.154659496321
BIH,ITA,43.4857968164212
BIH,JAM,0
BIH,JEY,28.9379210717084
BIH,JOR,2.154659496321
BIH,JPN,57.5940651451649
BIH,KAZ,9.26837066052379
BIH,KEN,5.80245800451029
BIH,KGZ,6.0006475285293
BIH,KHM,0
BIH,KIR,0
BIH,KNA,0
BIH,KOR,16.9955263843706
BIH,KWT,0
BIH,LAO,0.160051151060678
BIH,LBN,2.154659496321
BIH,LBR,0
BIH,LBY,0.431421913492461
BIH,LCA,0
BIH,LIE,29.0629720357219
BIH,LKA,1.11384165811868
BIH,LSO,19.9560204176019
BIH,LTU,43.612761220109
BIH,LUX,28.9379210717084
BIH,LVA,43.612761220109
BIH,MAC,0
BIH,MAF,0
BIH,MAR,2.154659496321
BIH,MCO,2.154659496321
BIH,MDA,30.4882162084111
BIH,MDG,5.37181711504903
BIH,MEX,1.79167823262538
BIH,MKD,69.9346557103586
BIH,MLI,0
BIH,MLT,2.154659496321
BIH,MMR,0
BIH,MNE,73.843611331653
BIH,MNG,0.0322747633289558
BIH,MNP,0
BIH,MOZ,0
BIH,MRT,0
BIH,MSR,0
BIH,MUS,0
BIH,MWI,0
BIH,MYS,0.289136663485536
BIH,NAM,0
BIH,NCL,11.0444625228549
BIH,NER,0
BIH,NFK,25.2623834485327
BIH,NGA,0.136394814076554
BIH,NIC,0
BIH,NIU,0
BIH,NLD,28.9379210717084
BIH,NPL,0
BIH,NRU,0
BIH,NZL,28.9701958350374
BIH,OMN,0
BIH,PAK,4.53173602698566
BIH,PAN,2.64880361255144
BIH,PCN,0
BIH,PER,5.99539677007252
BIH,PHL,0.417196272337252
BIH,PLW,0
BIH,PNG,15.4276439922021
BIH,POL,53.8493960130416
BIH,PRI,0
BIH,PRK,0.413947672012751
BIH,PRT,3.46820687708056
BIH,PRY,25.2623834485327
BIH,PSE,2.154659496321
BIH,PYF,0
BIH,QAT,0
BIH,ROU,55.9368109842249
BIH,RUS,15.4687338334137
BIH,RWA,0.925774965119538
BIH,SAU,0
BIH,SDN,0
BIH,SEN,0
BIH,SGP,0
BIH,SGS,0
BIH,SHN,0
BIH,SLB,0
BIH,SLE,0
BIH,SLV,0
BIH,SMR,25.2623834485327
BIH,SOM,0
BIH,SPM,0.0322747633289558
BIH,SRB,61.7437765450759
BIH,SSD,0
BIH,STP,0
BIH,SUR,0
BIH,SVK,52.1451004154744
BIH,SVN,86.1222760833699
BIH,SWE,35.6245448622079
BIH,SWZ,0
BIH,SXM,0
BIH,SYC,0
BIH,SYR,2.154659496321
BIH,TCA,0
BIH,TCD,0
BIH,TGO,0
BIH,THA,0
BIH,TJK,2.154659496321
BIH,TKM,0.686593249533964
BIH,TLS,0
BIH,TON,0
BIH,TTO,0
BIH,TUN,2.154659496321
BIH,TUR,15.7989298491111
BIH,TWN,44.7699082860582
BIH,TZA,0.377497854256546
BIH,UGA,1.15188215962812
BIH,UKR,43.6450359834379
BIH,URY,27.4280289156896
BIH,USA,31.2456856570562
BIH,UZB,2.154659496321
BIH,VAT,2.154659496321
BIH,VCT,0
BIH,VEN,1.77669076559308
BIH,VGB,0
BIH,VIR,0
BIH,VNM,0.112581597819922
BIH,VUT,0
BIH,WLF,0
BIH,WSM,0
BIH,YEM,0
BIH,ZAF,9.0515801454844
BIH,ZMB,0
BIH,ZWE,0
BLM,BLR,0
BLM,BLZ,19.1618227563017
BLM,BMU,0
BLM,BOL,42.8829783211113
BLM,BRA,46.7127258731438
BLM,BRB,10.7825327357779
BLM,BRN,0
BLM,BTN,0
BLM,BWA,0
BLM,CAF,97.4409812795502
BLM,CAN,0
BLM,CHE,0
BLM,CHL,0
BLM,CHN,0.125428129039554
BLM,CIV,95.6478064701247
BLM,CMR,71.9924032300784
BLM,COD,55.8696025617029
BLM,COG,58.5608299490916
BLM,COK,0
BLM,COL,7.87073054662284
BLM,COM,0
BLM,CPV,0
BLM,CRI,17.6207792671743
BLM,CUB,81.8448028087735
BLM,CUW,95.6078437942256
BLM,CYM,100
BLM,CYP,0
BLM,CZE,0
BLM,DEU,0
BLM,DJI,0
BLM,DMA,0
BLM,DNK,0
BLM,DOM,34.3694719428177
BLM,DZA,0
BLM,ECU,21.2775754520481
BLM,EGY,0
BLM,ERI,0.560806123234529
BLM,ESH,0
BLM,ESP,0
BLM,EST,0
BLM,ETH,30.9274957725202
BLM,FIN,0
BLM,FJI,0
BLM,FLK,0
BLM,FRO,0
BLM,FSM,0
BLM,GAB,87.6707105415296
BLM,GBR,0
BLM,GEO,0
BLM,GGY,0
BLM,GHA,96.3837629932734
BLM,GIN,86.8330472035104
BLM,GMB,28.3596948343207
BLM,GNB,97.8608036291825
BLM,GNQ,6.87432713682616
BLM,GRC,0
BLM,GRD,0
BLM,GRL,0
BLM,GTM,20.0051554963899
BLM,GUM,0
BLM,GUY,3.55438559777827
BLM,HKG,0
BLM,HMD,0
BLM,HND,50.135437317564
BLM,HRV,0
BLM,HTI,60.91824509146
BLM,HUN,0
BLM,IDN,4.08516302051055
BLM,IMN,0
BLM,IND,31.1032467503644
BLM,IOT,0
BLM,IRL,0
BLM,IRN,0
BLM,IRQ,0
BLM,ISL,0
BLM,ISR,0
BLM,ITA,0
BLM,JAM,24.8399164575737
BLM,JEY,0
BLM,JOR,0
BLM,JPN,0
BLM,KAZ,0
BLM,KEN,13.907279198444
BLM,KGZ,0
BLM,KHM,81.7940072834691
BLM,KIR,84.4754065976342
BLM,KNA,33.7502220757589
BLM,KOR,0
BLM,KWT,0
BLM,LAO,36.775619151761
BLM,LBN,0
BLM,LBR,7.92694139572982
BLM,LBY,0
BLM,LCA,0
BLM,LIE,0
BLM,LKA,53.1484471791621
BLM,LSO,0
BLM,LTU,0
BLM,LUX,0
BLM,LVA,0
BLM,MAC,0
BLM,MAF,100
BLM,MAR,0
BLM,MCO,0
BLM,MDA,0
BLM,MDG,43.583128173945
BLM,MEX,20.3775099854989
BLM,MKD,0
BLM,MLI,11.9173602941312
BLM,MLT,0
BLM,MMR,30.5706115931119
BLM,MNE,0
BLM,MNG,0
BLM,MNP,0
BLM,MOZ,69.3940128615713
BLM,MRT,0
BLM,MSR,23.9344203331372
BLM,MUS,0
BLM,MWI,49.9124643981093
BLM,MYS,0
BLM,NAM,0
BLM,NCL,28.148213204024
BLM,NER,2.02453476111698e-05
BLM,NFK,0
BLM,NGA,70.2859507866726
BLM,NIC,36.6687815089495
BLM,NIU,0
BLM,NLD,0.0510968521865001
BLM,NPL,0
BLM,NRU,0
BLM,NZL,0
BLM,OMN,0
BLM,PAK,0
BLM,PAN,11.431911738329
BLM,PCN,0
BLM,PER,3.00519713264117
BLM,PHL,4.54255209284033
BLM,PLW,0
BLM,PNG,0.329823155390666
BLM,POL,0
BLM,PRI,17.274932313293
BLM,PRK,0
BLM,PRT,0
BLM,PRY,35.8452751170737
BLM,PSE,0
BLM,PYF,0
BLM,QAT,0
BLM,ROU,0
BLM,RUS,0
BLM,RWA,70.6200874380873
BLM,SAU,0
BLM,SDN,5.98758792910214
BLM,SEN,24.7986884263802
BLM,SGP,0
BLM,SGS,0
BLM,SHN,0
BLM,SLB,0
BLM,SLE,22.1837940928429
BLM,SLV,98.8094731819408
BLM,SMR,0
BLM,SOM,1.43329386581418
BLM,SPM,0
BLM,SRB,0
BLM,SSD,95.8282825468963
BLM,STP,40.6188180074908
BLM,SUR,0
BLM,SVK,0
BLM,SVN,0
BLM,SWE,0
BLM,SWZ,0
BLM,SXM,100
BLM,SYC,0
BLM,SYR,0
BLM,TCA,100
BLM,TCD,15.6650273411303
BLM,TGO,100
BLM,THA,80.6706388465273
BLM,TJK,0
BLM,TKM,0
BLM,TLS,93.4659170578884
BLM,TON,0
BLM,TTO,0.877587721215882
BLM,TUN,0
BLM,TUR,0
BLM,TWN,3.15319418010074
BLM,TZA,72.1557073204373
BLM,UGA,78.7328842317848
BLM,UKR,0
BLM,URY,0
BLM,USA,0.088730337608345
BLM,UZB,0
BLM,VAT,0
BLM,VCT,0
BLM,VEN,47.99751313934
BLM,VGB,53.8905793402026
BLM,VIR,98.2072257341153
BLM,VNM,27.9104407357694
BLM,VUT,0
BLM,WLF,0
BLM,WSM,0
BLM,YEM,0
BLM,ZAF,0.466820426204615
BLM,ZMB,37.2864855778135
BLM,ZWE,0.89020057417515
BLR,BLZ,0
BLR,BMU,0
BLR,BOL,0
BLR,BRA,0
BLR,BRB,0
BLR,BRN,0
BLR,BTN,0
BLR,BWA,0
BLR,CAF,0
BLR,CAN,19.6062651163241
BLR,CHE,22.7994416278756
BLR,CHL,0
BLR,CHN,0.0552122732765264
BLR,CIV,0
BLR,CMR,0
BLR,COD,0
BLR,COG,0
BLR,COK,0
BLR,COL,0
BLR,COM,0
BLR,CPV,0
BLR,CRI,0
BLR,CUB,0
BLR,CUW,0
BLR,CYM,0
BLR,CYP,0
BLR,CZE,96.9794617774911
BLR,DEU,19.3718003029494
BLR,DJI,0
BLR,DMA,0
BLR,DNK,0
BLR,DOM,0
BLR,DZA,0
BLR,ECU,0
BLR,EGY,0
BLR,ERI,0
BLR,ESH,0
BLR,ESP,0.276960080534312
BLR,EST,100
BLR,ETH,0
BLR,FIN,24.3821059945915
BLR,FJI,0
BLR,FLK,0
BLR,FRO,0
BLR,FSM,0
BLR,GAB,0
BLR,GBR,0
BLR,GEO,47.3213003252209
BLR,GGY,0
BLR,GHA,0
BLR,GIN,0
BLR,GMB,0
BLR,GNB,0
BLR,GNQ,0
BLR,GRC,3.72621354507329
BLR,GRD,0
BLR,GRL,0
BLR,GTM,0
BLR,GUM,0
BLR,GUY,0
BLR,HKG,0
BLR,HMD,0
BLR,HND,0
BLR,HRV,8.62182387440927
BLR,HTI,0
BLR,HUN,19.3527096556464
BLR,IDN,0
BLR,IMN,0
BLR,IND,0.443878195765887
BLR,IOT,0
BLR,IRL,0
BLR,IRN,0.441104993719872
BLR,IRQ,0
BLR,ISL,0
BLR,ISR,0
BLR,ITA,7.50933604072722
BLR,JAM,0
BLR,JEY,0
BLR,JOR,0
BLR,JPN,32.2994069333033
BLR,KAZ,9.1104974142904
BLR,KEN,0
BLR,KGZ,5.96837276520035
BLR,KHM,0
BLR,KIR,0
BLR,KNA,0
BLR,KOR,2.04975579254337
BLR,KWT,0
BLR,LAO,0
BLR,LBN,0
BLR,LBR,0
BLR,LBY,0
BLR,LCA,0
BLR,LIE,0.0927762006844722
BLR,LKA,0
BLR,LSO,0
BLR,LTU,100
BLR,LUX,0
BLR,LVA,100
BLR,MAC,0
BLR,MAF,0
BLR,MAR,0
BLR,MCO,0
BLR,MDA,30.4882162084111
BLR,MDG,0
BLR,MEX,0
BLR,MKD,41.5879949511282
BLR,MLI,0
BLR,MLT,0
BLR,MMR,0
BLR,MNE,60.4144816255198
BLR,MNG,0
BLR,MNP,0
BLR,MOZ,0
BLR,MRT,0
BLR,MSR,0
BLR,MUS,0
BLR,MWI,0
BLR,MYS,0
BLR,NAM,0
BLR,NCL,0
BLR,NER,0
BLR,NFK,0
BLR,NGA,0
BLR,NIC,0
BLR,NIU,0
BLR,NLD,0
BLR,NPL,0
BLR,NRU,0
BLR,NZL,0
BLR,OMN,0
BLR,PAK,1.20633543264225
BLR,PAN,0
BLR,PCN,0
BLR,PER,0
BLR,PHL,0
BLR,PLW,0
BLR,PNG,0
BLR,POL,89.6826204241557
BLR,PRI,0
BLR,PRK,0.413947672012751
BLR,PRT,0
BLR,PRY,0
BLR,PSE,0
BLR,PYF,0
BLR,QAT,0
BLR,ROU,51.54905165434
